title,area,Diện tích đất:,Hướng cửa chính:,Giấy tờ pháp lý:,Đặc điểm nhà/đất:,Loại hình đất:,Chiều ngang:,Chiều dài:,Số phòng ngủ:,Số phòng vệ sinh:,Loại hình nhà ở:,Tình trạng nội thất:,Diện tích sử dụng:,Tình trạng bất động sản:,Diện tích:,Loại hình căn hộ:,Tổng số tầng:,Tầng số:,Hướng ban công:,Đặc điểm căn hộ:,Loại hình văn phòng:,street,ward,district,city,Phân khu/Lô/Block/Tháp,has_floor_number,Price (trieu VND)
"Bán đất kiệt oto 6m Phan Tứ , Sơn Tra",100.0,100.0,Đông Bắc,Đã có sổ,Hẻm xe hơi,Đất thổ cư,4.0,25.0,4.0,4.0,Nhà phố liền kề,Nội thất đầy đủ,200.0,Chưa bàn giao,40.0,Duplex,3.0,6.0,Đông Nam,Căn góc,Văn phòng,đường phan tứ,phường phước mỹ,quận sơn trà,đà nẵng,A,1,4300.0
"Bán. Phân lô quân đội, ô tô vào nhà, 42m2x5 tầng",42.0,42.0,Đông Bắc,Đã có sổ,Hẻm xe hơi,Đất thổ cư,4.0,25.0,4.0,4.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,42.0,Chưa bàn giao,40.0,Duplex,3.0,6.0,Đông Nam,Căn góc,Văn phòng,đường minh khai,phường minh khai,quận hai bà trưng,hà nội,A,1,5500.0
Nhà Mặt Tiền 3 Lầu 1 Trệt đường Nguyễn Sỹ Sách 15m,66.0,66.0,Đông Bắc,Đã có sổ,Hẻm xe hơi,Đất thổ cư,4.0,16.0,3.0,5.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,264.0,Chưa bàn giao,40.0,Duplex,3.0,6.0,Đông Nam,Căn góc,Văn phòng,đường nguyễn sỹ sách,phường 15,quận tân bình,tp hồ chí minh,A,1,15000.0
bán gấp trong tháng- nhà 1 trệt 1 lầu vào ở ngay.,52.0,52.0,Đông Bắc,Đã có sổ,Hẻm xe hơi,Đất thổ cư,4.0,13.0,2.0,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,52.0,Chưa bàn giao,40.0,Duplex,2.0,6.0,Đông Nam,Căn góc,Văn phòng,đường nguyễn văn bứa,xã xuân thới sơn,huyện hóc môn,tp hồ chí minh,A,1,890.0
"🌏BÁN ĐẤT THỊ TRẤN PHƯỚC BỬU, huyện xuyên mộc, tỉn",252.0,252.0,Đông Bắc,Đã có sổ,Nở hậu,Đất thổ cư,6.3,40.0,2.0,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,52.0,Chưa bàn giao,40.0,Duplex,2.0,6.0,Đông Nam,Căn góc,Văn phòng,gần khu tái định cư,thị trấn phước bửu,huyện xuyên mộc,bà rịa - vũng tàu,A,1,1750.0
"Đất gần chợ Gò Xoài, Bình Tân",52.0,52.0,Đông Bắc,Đã có sổ,Hẻm xe hơi,Đất thổ cư,4.0,13.0,2.0,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,52.0,Chưa bàn giao,40.0,Duplex,2.0,6.0,Đông Nam,Căn góc,Văn phòng,đường gò xoài,phường bình hưng hoà a,quận bình tân,tp hồ chí minh,A,1,3700.0
"Nhà 4*20, xây 4 tấm .1/ Lê văn Quới",80.0,80.0,Đông Bắc,Đã có sổ,Hẻm xe hơi,Đất thổ cư,4.0,20.0,6.0,6.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,80.0,Chưa bàn giao,40.0,Duplex,4.0,6.0,Đông Nam,Căn góc,Văn phòng,đường lê văn quới,phường bình hưng hoà a,quận bình tân,tp hồ chí minh,A,1,7160.0
Bán nhà sổ hồng 4mx14m đường QL50-Bình Chánh,56.0,56.0,Đông Bắc,Đã có sổ,Hẻm xe hơi,Đất thổ cư,4.0,14.0,2.0,1.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,56.0,Chưa bàn giao,40.0,Duplex,4.0,6.0,Đông Nam,Căn góc,Văn phòng,đường quốc lộ 50,xã quy đức,huyện bình chánh,tp hồ chí minh,A,1,780.0
Bán KHẨN CẤP nhà tại Bồ Đề Long Biên 38m 2.6 tỷ,38.0,38.0,Đông Bắc,Đã có sổ,Hẻm xe hơi,Đất thổ cư,4.0,14.0,3.0,3.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,114.0,Chưa bàn giao,40.0,Duplex,4.0,6.0,Đông Nam,Căn góc,Văn phòng,đường bồ đề,phường bồ đề,quận long biên,hà nội,A,1,2.6
Căn hộ Bcons Plaza mặt tiền đường 32m Thống Nhất,51.33,38.0,Đông Bắc,Giấy tờ khác,Hẻm xe hơi,Đất thổ cư,4.0,14.0,2.0,2.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,114.0,Chưa bàn giao,51.33,Chung cư,4.0,6.0,Đông Nam,Căn góc,Văn phòng,mặt tiền đường thống nhất,phường đông hòa,thị xã dĩ an,bình dương,A,1,1450.0
Cực đẹp lô góc nở hậu Khương Trung 4.3 tỷ Khu VIP,36.0,36.0,Đông Bắc,Đã có sổ,Nở hậu,Đất thổ cư,5.0,14.0,6.0,4.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,114.0,Chưa bàn giao,51.33,Chung cư,4.0,6.0,Đông Nam,Căn góc,Văn phòng,đường khương trung,phường khương trung,quận thanh xuân,hà nội,A,1,4300.0
Gia đình cần bán căn nhà đẹp tại Trường Cao Đẳng,74.0,74.0,Đông Bắc,Đã có sổ,Nở hậu,Đất thổ cư,5.0,14.0,3.0,2.0,"Nhà mặt phố, mặt tiền",Hoàn thiện cơ bản,114.0,Chưa bàn giao,51.33,Chung cư,4.0,6.0,Đông Nam,Căn góc,Văn phòng,đường yersin,phường 9,thành phố đà lạt,lâm đồng,A,1,6100.0
Nhà bán HXT đường 3/2 p11 Q.10. 72m2 Giá 19 tỷ,72.0,72.0,Đông Bắc,Đã có sổ,Nở hậu,Đất thổ cư,6.0,12.0,6.0,6.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,114.0,Chưa bàn giao,51.33,Chung cư,4.0,6.0,Đông Nam,Căn góc,Văn phòng,đường 3/2,phường 11,quận 10,tp hồ chí minh,A,1,19000.0
"Sang lại gấp dãy trọ 10 phòng Ung Văn Khiêm 1,8tỷ",160.0,160.0,Đông,Đã có sổ,Hẻm xe hơi,Đất thổ cư,6.0,12.0,3.0,6.0,"Nhà ngõ, hẻm",Hoàn thiện cơ bản,114.0,Chưa bàn giao,51.33,Chung cư,4.0,6.0,Đông Nam,Căn góc,Văn phòng,đường ung văn khiêm,phường 25,quận bình thạnh,tp hồ chí minh,A,1,1800.0
Nhà ở Thành Công 62m 4 tầng đẹp chỉ hơn 4 tỷ🌹🌹🌹,62.0,62.0,Tây Nam,Đã có sổ,Mặt tiền,Đất thổ cư,7.0,9.0,4.0,4.0,"Nhà ngõ, hẻm",Nội thất cao cấp,200.0,Chưa bàn giao,51.33,Chung cư,4.0,6.0,Đông Nam,Căn góc,Văn phòng,đường thành công,phường thành công,quận ba đình,hà nội,A,1,4400.0
"Đất hẻm 140 , đường Vườn Lài, dt: 25x26=609m2,",609.0,609.0,Tây Nam,Đã có sổ,Hẻm xe hơi,Đất thổ cư,25.0,26.0,4.0,4.0,"Nhà ngõ, hẻm",Nội thất cao cấp,200.0,Chưa bàn giao,51.33,Chung cư,4.0,6.0,Đông Nam,Căn góc,Văn phòng,đường vườn lài,phường an phú đông,quận 12,tp hồ chí minh,A,1,6000.0
NHÀ ĐẸP KHU PHÂN LÔ Ô TÔ TRÁNH PHỐ NGUYÊN HỒNG,42.0,42.0,Tây Nam,Đã có sổ,Hẻm xe hơi,Đất thổ cư,4.0,10.0,6.0,4.0,Nhà phố liền kề,Nội thất đầy đủ,210.0,Chưa bàn giao,51.33,Chung cư,4.0,6.0,Đông Nam,Căn góc,Văn phòng,đường nguyên hồng,phường láng hạ,quận đống đa,hà nội,A,1,8200.0
Nhà sổ chung cách vòng xoay An phú 700m,32.0,32.0,Tây Nam,Đang chờ sổ,Hẻm xe hơi,Đất thổ cư,4.0,8.0,2.0,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,34.0,Chưa bàn giao,51.33,Chung cư,4.0,6.0,Đông Nam,Căn góc,Văn phòng,đường liên huyện,phường an phú,thị xã thuận an,bình dương,A,1,750.0
"Nhà đẹp Luỹ Bán Bích Tân Phú, 60m2, 2PN.",52.0,52.0,Tây Nam,Đã có sổ,Hẻm xe hơi,Đất thổ cư,4.0,15.0,2.0,2.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,34.0,Chưa bàn giao,51.33,Chung cư,4.0,6.0,Đông Nam,Căn góc,Văn phòng,đường luỹ bán bích,phường tân thới hòa,quận tân phú,tp hồ chí minh,A,1,3500.0
"Bán nhà đẹp ở ngay, Võng Thị, 32m2, 3.95 Tỷ có TL.",32.0,32.0,Tây Nam,Đã có sổ,Hẻm xe hơi,Đất thổ cư,3.0,6.0,3.0,2.0,"Nhà ngõ, hẻm",Nội thất cao cấp,32.0,Chưa bàn giao,51.33,Chung cư,5.0,6.0,Đông Nam,Căn góc,Văn phòng,đường võng thị,phường bưởi,quận tây hồ,hà nội,A,1,3950.0
Khu dân cư SALA nằm ngay khu TTHC Huyện Đồng Phú,100.0,100.0,Tây Nam,Đã có sổ,Mặt tiền,Đất nền dự án,5.0,20.0,3.0,2.0,"Nhà ngõ, hẻm",Nội thất cao cấp,32.0,Chưa bàn giao,51.33,Chung cư,5.0,6.0,Đông Nam,Căn góc,Văn phòng,đường hà huy giáp,phường thạnh xuân,quận 12,tp hồ chí minh,A,1,579.0
Nhà 4 tầng.Dt 41m.Mt 4.4m. Ô tô tránh. Hà Đông,41.0,41.0,Tây Nam,Đã có sổ,Nở hậu,Đất nền dự án,4.0,10.0,4.0,5.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,41.0,Chưa bàn giao,51.33,Chung cư,5.0,6.0,Đông Nam,Căn góc,Văn phòng,đường phan đình giót,phường la khê,quận hà đông,hà nội,A,1,4550.0
BÁN NHÀ Ô TÔ QUA –PHỐ KIM NGƯU 50M – 5.7 TỶ,50.0,50.0,Tây Nam,Đã có sổ,Nở hậu,Đất nền dự án,4.0,10.0,4.0,5.0,"Nhà ngõ, hẻm",Nội thất cao cấp,50.0,Chưa bàn giao,51.33,Chung cư,5.0,6.0,Đông Nam,Căn góc,Văn phòng,đường kim ngưu,phường quỳnh mai,quận hai bà trưng,hà nội,A,1,5700.0
KDTL BÁN NHÀ 1T2L HOÀNG DIÊU Q4 70m² CHỈ 1 TỶ 8,70.0,70.0,Tây Nam,Đã có sổ,Nở hậu,Đất nền dự án,5.0,14.0,4.0,4.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,70.0,Chưa bàn giao,51.33,Chung cư,3.0,6.0,Đông Nam,Căn góc,Văn phòng,đường hoàng diệu,phường 12,quận 4,tp hồ chí minh,A,1,1800.0
"Nhà Bán KDC Bình Hưng, Cách Bến Xe Q8 300m",32.0,32.0,Tây Nam,Đã có sổ,Nở hậu,Đất nền dự án,4.0,8.0,2.0,2.0,"Nhà ngõ, hẻm",Nội thất cao cấp,64.0,Chưa bàn giao,51.33,Chung cư,3.0,6.0,Đông Nam,Căn góc,Văn phòng,đường quốc lộ 50,phường 5,quận 8,tp hồ chí minh,A,1,2050.0
"Bán miếng đất ngay khu công nghiệp, du lịch ĐP - B",150.0,150.0,Tây Nam,Đã có sổ,Mặt tiền,Đất thổ cư,5.0,30.0,2.0,2.0,"Nhà ngõ, hẻm",Nội thất cao cấp,64.0,Chưa bàn giao,51.33,Chung cư,3.0,6.0,Đông Nam,Căn góc,Văn phòng,đường xa lộ hà nội,phường tân phú,quận 9,tp hồ chí minh,A,1,950.0
Bán miếng đất mặt tiền 1023m2 giá 250 triệu,2023.0,2023.0,Tây Nam,Đã có sổ,Mặt tiền,Đất thổ cư,17.0,30.0,2.0,2.0,"Nhà ngõ, hẻm",Nội thất cao cấp,64.0,Chưa bàn giao,51.33,Chung cư,3.0,6.0,Đông Nam,Căn góc,Văn phòng,đường đt753,xã tân hưng,huyện đồng phú,bình phước,A,1,250.0
"Nhà 1 trệt , 3 lầu , Xã Xuân Thới Đông , Hóc Môn",76.0,76.0,Bắc,Đã có sổ,Hẻm xe hơi,Đất thổ cư,5.0,16.0,5.0,6.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,202.0,Chưa bàn giao,51.33,Chung cư,3.0,6.0,Đông Nam,Căn góc,Văn phòng,đường xuân thới 13,xã xuân thới đông,huyện hóc môn,tp hồ chí minh,A,1,5200.0
Căn hộ 2PN ở Phan Văn Hớn chỉ 280Tr Full Nội Thất,55.0,76.0,Bắc,Đã có sổ,Hẻm xe hơi,Đất thổ cư,5.0,16.0,2.0,2.0,"Nhà ngõ, hẻm",Nội thất cao cấp,202.0,Đã bàn giao,55.0,"Căn hộ dịch vụ, mini",3.0,6.0,Đông Nam,Căn góc,Văn phòng,đường nguyễn văn bứa,xã xuân thới thượng,huyện hóc môn,tp hồ chí minh,A,1,280.0
"Nhà Quận Cầu Giấy, Võ Chí Công 120m²",120.0,120.0,Bắc,Đã có sổ,Nở hậu,Đất thổ cư,5.0,24.0,3.0,1.0,"Nhà ngõ, hẻm",Nội thất cao cấp,120.0,Đã bàn giao,55.0,"Căn hộ dịch vụ, mini",1.0,6.0,Đông Nam,Căn góc,Văn phòng,đường võ chí công,phường nghĩa đô,quận cầu giấy,hà nội,A,1,14600.0
Biệt thự mini phố rất đẹp chín chủ bán,117.0,117.0,Tây,Đã có sổ,Nở hậu,Đất thổ cư,7.0,16.0,5.0,5.0,Nhà phố liền kề,Nội thất cao cấp,117.0,Đã bàn giao,55.0,"Căn hộ dịch vụ, mini",1.0,6.0,Đông Nam,Căn góc,Văn phòng,đường phạm văn chiêu,phường 14,quận gò vấp,tp hồ chí minh,A,1,9900.0
"Bán gấp Nhà mới Xây Đường số 12(Trần Não),Q2,90m2",90.0,90.0,Tây,Đã có sổ,Nở hậu,Đất thổ cư,5.0,16.0,2.0,1.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,90.0,Đã bàn giao,55.0,"Căn hộ dịch vụ, mini",1.0,6.0,Đông Nam,Căn góc,Văn phòng,đường 12,phường bình an,quận 2,tp hồ chí minh,A,1,2230.0
NHÀ 1T2L HOA LAN PHÚ NHUẬN 68M2/1T990TR SHR,68.0,68.0,Đông Nam,Đã có sổ,Nở hậu,Đất thổ cư,5.0,13.0,3.0,2.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,68.0,Đã bàn giao,55.0,"Căn hộ dịch vụ, mini",2.0,6.0,Đông Nam,Căn góc,Văn phòng,đường hoa lan,phường 12,quận phú nhuận,tp hồ chí minh,A,1,1990.0
Biệt thự Dragon Village view công viên 8x20 SHR,160.0,160.0,Đông Nam,Đang chờ sổ,Nở hậu,Đất thổ cư,8.0,20.0,4.0,4.0,Nhà phố liền kề,Bàn giao thô,480.0,Đã bàn giao,55.0,"Căn hộ dịch vụ, mini",3.0,6.0,Đông Nam,Căn góc,Văn phòng,đường 990,phường phú hữu,quận 9,tp hồ chí minh,A,1,6850.0
"Bán đất Chợ Cầu Chui, Bắc Giang Giá rẻ",150.0,150.0,Đông Nam,Đã có sổ,Nở hậu,Đất thổ cư,10.0,15.0,4.0,4.0,Nhà phố liền kề,Bàn giao thô,480.0,Đã bàn giao,55.0,"Căn hộ dịch vụ, mini",3.0,6.0,Đông Nam,Căn góc,Văn phòng,đường vương văn trà,phường trần nguyên hãn,thành phố bắc giang,bắc giang,A,1,3500.0
"CẦN BÁN GẤP NHÀ CHỢ BÌNH CHÁNH, ĐINH ĐỨC THIỆN",60.0,60.0,Đông Nam,Đã có sổ,Nở hậu,Đất thổ cư,10.0,15.0,2.0,2.0,"Nhà mặt phố, mặt tiền",Bàn giao thô,480.0,Đã bàn giao,55.0,"Căn hộ dịch vụ, mini",3.0,6.0,Đông Nam,Căn góc,Văn phòng,đường đinh đức thiện,xã bình chánh,huyện bình chánh,tp hồ chí minh,A,1,515.0
GĐ PHÁ SẢN BÁN GẤP NHÀ Đ.ĐỖ XUÂN HỢP Q9 73M2,73.0,73.0,Đông Nam,Đã có sổ,Nở hậu,Đất thổ cư,5.0,14.0,3.0,2.0,"Nhà mặt phố, mặt tiền",Bàn giao thô,73.0,Đã bàn giao,55.0,"Căn hộ dịch vụ, mini",1.0,6.0,Đông Nam,Căn góc,Văn phòng,đường đỗ xuân hợp,phường phước long b,quận 9,tp hồ chí minh,A,1,1150.0
KD lỗ nên tôi bán nhà Trần Bình Trọng Q5 61m2 SHR,61.0,61.0,Đông,Đã có sổ,Nở hậu,Đất thổ cư,4.0,15.0,3.0,4.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,61.0,Đã bàn giao,55.0,"Căn hộ dịch vụ, mini",1.0,6.0,Đông Nam,Căn góc,Văn phòng,đường trần bình trọng,phường 4,quận 5,tp hồ chí minh,A,1,1530.0
Nhà 1 trệt và 1 gác suốt,20.0,20.0,Đông,Đã có sổ,Hẻm xe hơi,Đất thổ cư,88.0,110.0,1.0,1.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,40.0,Đã bàn giao,55.0,"Căn hộ dịch vụ, mini",1.0,6.0,Đông Nam,Căn góc,Văn phòng,nguyễn văn nguyễn,phường tân định,quận 1,tp hồ chí minh,A,1,3.7
"Đất Lộc An, Bảo Lộc - Tặng 100% thổ cư, từ 2,4tr",200.0,200.0,Đông,Đã có sổ,Hẻm xe hơi,Đất thổ cư,10.0,20.0,1.0,1.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,40.0,Đã bàn giao,55.0,"Căn hộ dịch vụ, mini",1.0,6.0,Đông Nam,Căn góc,Văn phòng,đường quốc lộ 20,xã lộc ngãi,huyện bảo lâm,lâm đồng,A,1,488.0
Bán đất tđc Nam Hải 2 – hải an – hp.,67.0,67.0,Đông,Đã có sổ,Mặt tiền,Đất thổ cư,4.0,20.0,1.0,1.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,40.0,Đã bàn giao,55.0,"Căn hộ dịch vụ, mini",1.0,6.0,Đông Nam,Căn góc,Văn phòng,đường nam hải,phường nam hải,quận hải an,hải phòng,A,1,1720.0
Bán Đất Cách Đường Huyện 35 100m,,542.0,Đông Nam,Đã có sổ,Nở hậu,Đất nông nghiệp,13.0,42.0,1.0,1.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,40.0,Đã bàn giao,55.0,"Căn hộ dịch vụ, mini",1.0,6.0,Đông Nam,Căn góc,Văn phòng,huyện 35,xã thạnh phú,huyện châu thành,tiền giang,Không thuộc project/block,1,1000.0
"Nhà Lê văn quới dt(4×20) đúc 5 tấm, đường nhựa10m",80.0,80.0,Đông Nam,Đã có sổ,Hẻm xe hơi,Đất nông nghiệp,4.0,20.0,5.0,5.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,280.0,Đã bàn giao,55.0,"Căn hộ dịch vụ, mini",5.0,6.0,Đông Nam,Căn góc,Văn phòng,đường lê văn quới,phường bình trị đông,quận bình tân,tp hồ chí minh,Không thuộc project/block,1,4150.0
Bán Nhà Chính Chủ Hẻm 80 Trịnh Đình Thảo Quận TP,29.0,29.0,Đông Nam,Đã có sổ,Hẻm xe hơi,Đất nông nghiệp,3.0,9.0,2.0,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,58.0,Đã bàn giao,55.0,"Căn hộ dịch vụ, mini",5.0,6.0,Đông Nam,Căn góc,Văn phòng,đường trịnh đình trọng,phường phú trung,quận tân phú,tp hồ chí minh,Không thuộc project/block,1,2150.0
Bán gấp lô vườn bưởi da xanh,2400.0,2400.0,Đông Nam,Đã có sổ,Mặt tiền,Đất nông nghiệp,21.0,114.0,2.0,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,58.0,Đã bàn giao,55.0,"Căn hộ dịch vụ, mini",5.0,6.0,Đông Nam,Căn góc,Văn phòng,đường 101,xã la ngà,huyện định quán,đồng nai,Không thuộc project/block,1,460.0
"NHÀ MỚI XÂY XONG 829 TRIỆU,SHR,VÀO Ở NGAY 1TR,1L",40.0,40.0,Đông Nam,Đã có sổ,Hẻm xe hơi,Đất nông nghiệp,4.0,10.0,2.0,2.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,80.0,Đã bàn giao,55.0,"Căn hộ dịch vụ, mini",5.0,6.0,Đông Nam,Căn góc,Văn phòng,đường lê văn lương,xã nhơn đức,huyện nhà bè,tp hồ chí minh,Không thuộc project/block,1,829.0
Nghĩa trang Vĩnh Hằng mở ưu đãi đặc biệt gía bán,90.0,90.0,Đông Nam,Đã có sổ,Hẻm xe hơi,Đất nền dự án,4.0,10.0,2.0,2.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,80.0,Đã bàn giao,55.0,"Căn hộ dịch vụ, mini",5.0,6.0,Đông Nam,Căn góc,Văn phòng,đường quốc lộ 51,xã long đức,huyện long thành,đồng nai,Không thuộc project/block,1,1678.0
CẦN BÁN NHANH LÔ ĐẤT ĐẸP ĐƯỜNG 2A ĐẠT LÝ GIÁ TỐT,200.0,200.0,Đông Nam,Đã có sổ,Hẻm xe hơi,Đất thổ cư,5.0,40.0,2.0,2.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,80.0,Đã bàn giao,55.0,"Căn hộ dịch vụ, mini",5.0,6.0,Đông Nam,Căn góc,Văn phòng,đường 2a,xã hòa thuận,thành phố buôn ma thuột,đắk lắk,Không thuộc project/block,1,600.0
"Nhà phường 1 đường Trưng Nữ Vương,TpVL",67.8,67.8,Đông Nam,Đã có sổ,Nở hậu,Đất thổ cư,3.2,24.0,2.0,1.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,67.8,Đã bàn giao,55.0,"Căn hộ dịch vụ, mini",5.0,6.0,Đông Nam,Căn góc,Văn phòng,đường trưng nữ vương,phường 1,thành phố vĩnh long,vĩnh long,Không thuộc project/block,1,1680.0
"Khách Cần Ra Lại Lô Đất Gần KCN Tân Bình, Sổ Hồng",140.0,140.0,Đông Nam,Đã có sổ,Mặt tiền,Đất thổ cư,5.0,28.0,2.0,1.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,67.8,Đã bàn giao,55.0,"Căn hộ dịch vụ, mini",5.0,6.0,Đông Nam,Căn góc,Văn phòng,ql13,phường phú mỹ,thành phố thủ dầu một,bình dương,Không thuộc project/block,1,750.0
"Nhà 1T1L Nguyễn Văn Hưởng,Q2 75M2,SHR,gần chợ",75.0,75.0,Đông Nam,Đã có sổ,Hẻm xe hơi,Đất thổ cư,5.0,15.0,2.0,3.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,150.0,Đã bàn giao,55.0,"Căn hộ dịch vụ, mini",2.0,6.0,Đông Nam,Căn góc,Văn phòng,đường nguyễn văn hưởng,phường thảo điền,quận 2,tp hồ chí minh,Không thuộc project/block,1,925.0
"Bán Đất phố Xuân La, 95m2, Ô Tô, K. Doanh, 13 tỷ",95.0,95.0,Tây Nam,Đã có sổ,Hẻm xe hơi,Đất thổ cư,5.0,19.0,2.0,3.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,150.0,Đã bàn giao,55.0,"Căn hộ dịch vụ, mini",2.0,6.0,Đông Nam,Căn góc,Văn phòng,xuân la,phường xuân la,quận tây hồ,hà nội,Không thuộc project/block,1,13000.0
"Nhà đẹp 45m2 đường số 2 Tam Phú 3,35 tỷ",45.0,45.0,Bắc,Đã có sổ,Hẻm xe hơi,Đất thổ cư,5.0,9.0,2.0,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,90.0,Đã bàn giao,55.0,"Căn hộ dịch vụ, mini",2.0,6.0,Đông Nam,Căn góc,Văn phòng,đường số 2,phường tam phú,quận thủ đức,tp hồ chí minh,Không thuộc project/block,1,3350.0
"Nhà giá rẻ 80m2 Cạch kcn An Phước,Tam Phước đg oto",80.0,80.0,Bắc,Giấy tờ khác,Hẻm xe hơi,Đất thổ cư,4.0,20.0,3.0,2.0,Nhà phố liền kề,Nội thất đầy đủ,130.0,Đã bàn giao,55.0,"Căn hộ dịch vụ, mini",2.0,6.0,Đông Nam,Căn góc,Văn phòng,đường quốc lộ 51,xã an phước,huyện long thành,đồng nai,Không thuộc project/block,1,630.0
"Đất MT Trung Cư An Hội 3, P.14, Q.Gò Vấp DT: 4x18m",72.0,72.0,Bắc,Đã có sổ,Mặt tiền,Đất thổ cư,4.0,18.0,3.0,2.0,Nhà phố liền kề,Nội thất đầy đủ,130.0,Đã bàn giao,55.0,"Căn hộ dịch vụ, mini",2.0,6.0,Đông Nam,Căn góc,Văn phòng,đường phạm văn chiêu,phường 14,quận gò vấp,tp hồ chí minh,Không thuộc project/block,1,6600.0
Nhà MT TCH16 dt 4x17.5 trệt 3 lầu giá 5.7 tỷ,70.0,70.0,Nam,Đã có sổ,Nở hậu,Đất thổ cư,4.0,18.0,4.0,4.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,130.0,Đã bàn giao,55.0,"Căn hộ dịch vụ, mini",3.0,6.0,Đông Nam,Căn góc,Văn phòng,đường số 37,phường tân chánh hiệp,quận 12,tp hồ chí minh,Không thuộc project/block,1,5700.0
"Bán nhà hẻm Bùi Tư Toàn 1 lầu 33,3m2. gần Aeon BT",33.0,33.0,Nam,Đã có sổ,Hẻm xe hơi,Đất thổ cư,3.7,9.0,2.0,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,130.0,Đã bàn giao,55.0,"Căn hộ dịch vụ, mini",1.0,6.0,Đông Nam,Căn góc,Văn phòng,đường bùi tư toàn,phường an lạc,quận bình tân,tp hồ chí minh,Không thuộc project/block,1,1690.0
"Nhà 2 tầng 2PN nội thất đẹp, gần chợ Tô Ký Quận 12",33.0,33.0,Nam,Đã có sổ,Nở hậu,Đất thổ cư,6.0,6.0,3.0,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,66.0,Đã bàn giao,55.0,"Căn hộ dịch vụ, mini",2.0,6.0,Đông Nam,Căn góc,Văn phòng,đường tô ký,phường tân chánh hiệp,quận 12,tp hồ chí minh,Không thuộc project/block,1,2450.0
Bán xưởng mặt tiền quốc lộ 1A,230.0,33.0,Nam,Đã có sổ,Nở hậu,Đất thổ cư,6.0,6.0,3.0,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,66.0,Đã bàn giao,230.0,"Căn hộ dịch vụ, mini",2.0,6.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,ql1a,phường bình hưng hòa,quận bình tân,tp hồ chí minh,Không thuộc project/block,1,12500.0
🍎Nhà Đẹp 3 Tầng Xây Mới Kiên Cố Chính Chủ Bán,100.0,100.0,Nam,Đã có sổ,Nở hậu,Đất thổ cư,6.0,6.0,3.0,4.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,66.0,Đã bàn giao,230.0,"Căn hộ dịch vụ, mini",2.0,6.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,đường hưng hoá 1,phường hải châu i,quận hải châu,đà nẵng,Không thuộc project/block,1,5800.0
"Nhà đường Sinco 78m2 giá 1tỷ340, 1T1L, 2phòng, SH.",78.0,78.0,Nam,Đã có sổ,Nở hậu,Đất thổ cư,6.0,6.0,2.0,2.0,"Nhà mặt phố, mặt tiền",Nội thất cao cấp,66.0,Đã bàn giao,230.0,"Căn hộ dịch vụ, mini",1.0,6.0,Đông Nam,Căn góc,Mặt bằng kinh doanh,đường sinco,phường bình trị đông b,quận bình tân,tp hồ chí minh,Không thuộc project/block,1,1340.0
