title,price,area,location,description,Diện tích đất:,Giá/m2:,Hướng cửa chính:,Giấy tờ pháp lý:,Đặc điểm nhà/đất:,Loại hình đất:,Chiều ngang:,Chiều dài:,Số phòng ngủ:,Số phòng vệ sinh:,Loại hình nhà ở:,Tình trạng nội thất:,Diện tích sử dụng:,Tình trạng bất động sản:,Diện tích:,Loại hình căn hộ:,Tổng số tầng:,Tên phân khu/Lô/Block/Tháp:,Mã căn / Mã căn hộ:,Tầng số:,Hướng ban công:,Mã lô:,Đặc điểm căn hộ:,Loại hình văn phòng:,location_clean,street,ward,district,city,ten_phan_khu_final,planA_log
Đất Thành phố Bảo Lộc 183m²,850000000,183.0,"Đường Triệu Quang Phục, Phường B'lao, Thành phố Bảo Lộc, Lâm Đồng","Cuối năm cần tiền hạ giá bán gấp❗️

DIỆN TÍCH : 5 x31, nở hậu 7m ( 69m2 thổ cư )
VỊ TRÍ : hẻm lớn Triệu Quang Phục, cách đường tránh 50m

💰GIÁ : 850tr",183.0,4640000,Đông Nam,Đã có sổ,Nở hậu,Đất thổ cư,5.0,31.0,3.0,3.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,156.0,Đã bàn giao,48.0,Chung cư,4.0,Bình Khánh 2,686868,17.0,Bắc,63,Căn góc,Mặt bằng kinh doanh,"đường triệu quang phục, phường b'lao, thành phố bảo lộc, lâm đồng",đường triệu quang phục,phường b'lao,thành phố bảo lộc,lâm đồng,Không thuộc project/block,
"Bán Nhà Chính Chủ, Giá Tốt nhà mới 100%, Vô Ở Ngay",950000000,37.0,"Đường Quốc Lộ 50, Xã Tân Kim, Huyện Cần Giuộc, Long An","Cần tiền bán nhanh căn nhà ngay khu dân cư Tân Kim (Xem hình) thị trấn Cần Giuộc
+kết cấu xây dựng 1 trệt 1 lầu gồm 2 phòng ngủ 2 toilet ban công sân thượng, phòng khách và bếp rộng rãi
+Diện tích sử dụng 74 M2

 +Giá bán 950 triệu đồng (số hồng riêng công chứng ngay)

 +nhà mới 100% nhận nhà ở liền
 +nhà nằm trong khu dân cư hiện hữu xung quanh các tiện ích đầy đủ như trường học các cấp, trung tâm hành chính, ngân hàng, siêu thị, chợ…
+Điện âm nước âm tiêu chuẩn nhà nước
 +ngân hàng cho vay 50%

 liên hệ gặp anh Dũng",37.0,25680000,Đông Nam,Đã có sổ,Nở hậu,Đất thổ cư,4.2,8.8,2.0,2.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,74.0,Đã bàn giao,48.0,Chung cư,2.0,Bình Khánh 2,6,17.0,Bắc,63,Căn góc,Mặt bằng kinh doanh,"đường quốc lộ 50, xã tân kim, huyện cần giuộc, long an",đường quốc lộ 50,xã tân kim,huyện cần giuộc,long an,Không thuộc project/block,
"Bán nhà hẻm 6m thông Gò Xoài dt 4,5x14 giá 3,5 tỷ",3500000000,51.0,"Nhà 2/, Đường Gò Xoài, Phường Bình Hưng Hoà A, Quận Bình Tân, Tp Hồ Chí Minh","Bán nhà hẻm 6m thông đường Gò Xoài, hẻm rộng ô tô vô tận nhà
 _diện tích 4,5x14 nhà 1 lửng 2PN đang cho thuê 7 triệu/tháng
 _ nhà gần chợ Gò Xoài, đường Lô Tư, thông Lê Văn Quới, các dịch vụ tiện ích xunh quanh
 _ giá 3,5 tỷ thương lượng, liên hệ a Thiện trực tiếp xem nhà",51.0,68630000,Đông Nam,Đã có sổ,Hẻm xe hơi,Đất thổ cư,4.5,14.0,2.0,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,80.0,Đã bàn giao,48.0,Chung cư,1.0,Bình Khánh 2,6,17.0,Bắc,63,Căn góc,Mặt bằng kinh doanh,"nhà 2/, đường gò xoài, phường bình hưng hoà a, quận bình tân, tp hồ chí minh",đường gò xoài,phường bình hưng hoà a,quận bình tân,tp hồ chí minh,Không thuộc project/block,
Bán 118m2 đất Bưng Ông Thoàn,50000000,118.0,"Đường Bưng Ông Thoàn, Phường Phú Hữu, Quận 9, Tp Hồ Chí Minh","Cần bán gấp lô đất thổ cư có đường vô 4m, thuộc ""quy hoạch khu dân cư hiện hữu"" tại đuờng Bưng Ông Thoàn (cách mặt tiền chỉ 20m) phường Phú Hữu - Q9. Đất đẹp vuông vức, diện tích thực tế 9,5 × 12m, sổ công nhận 95m2 sau khi đã trừ lộ giới. Giá bán 50 triệu/1m2 (4,750 Tỷ), còn thương lượng cho khách thiện chí.
Trân trọng đón tiếp quý khách có nhu cầu đầu tư an cư tại TP Thủ Đức mới.",118.0,423728,Đông Nam,Đã có sổ,Hẻm xe hơi,Đất thổ cư,9.0,12.0,2.0,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,80.0,Đã bàn giao,48.0,Chung cư,1.0,Bình Khánh 2,6,17.0,Bắc,63,Căn góc,Mặt bằng kinh doanh,"đường bưng ông thoàn, phường phú hữu, quận 9, tp hồ chí minh",đường bưng ông thoàn,phường phú hữu,quận 9,tp hồ chí minh,Không thuộc project/block,
"CẦN VỐN ĐẦU TƯ BÁN NHÀ 1T1L NGUYỄN SƠN,SHR,990TR",990000000,45.0,"Đường Nguyễn Sơn, Phường Phú Thọ Hòa, Quận Tân Phú, Tp Hồ Chí Minh","Nhà đường nguyễn sơn ,p phú thọ hòa , quận tân phú, Tp Hồ Chí Minh.
Khu vực an ninh dân trí cao.
Nhà 1 trệt 1lầu. Thiết kế vô cùng sang trọng và đẳng cấp.
Diện tích: 45m2, giá thương lượng.
Gần UBND phường và CA phường
Con đường sầm uất và giao thông thuận tiện duy chuyển qua các quận không kẹt xe.
Gần chợ trường học các cấp tiện kinh doanh buôn bán.
Hẽm 6m xe hơi vô tận nhà.
Có camera an ninh quan sát 24/24.",45.0,22000000,Đông Nam,Đã có sổ,Nở hậu,Đất thổ cư,5.0,9.0,2.0,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,80.0,Đã bàn giao,48.0,Chung cư,1.0,Bình Khánh 2,6,17.0,Bắc,63,Căn góc,Mặt bằng kinh doanh,"đường nguyễn sơn, phường phú thọ hòa, quận tân phú, tp hồ chí minh",đường nguyễn sơn,phường phú thọ hòa,quận tân phú,tp hồ chí minh,Không thuộc project/block,
Chính chủ bán căn hộ VHGR S2.02031x giá tốt,2450000000,69.0,"Đường Nguyễn Xiển, Phường Long Thạnh Mỹ, Quận 9, Tp Hồ Chí Minh","Căn S2.02031x sở hữu View trường học, đường nguyễn Văn Tăng, Hướng Tây Bắc mát mẻ quanh năm. Tầng thấp, tiện đi lại và có ưu điểm giá chính chủ cực tốt(ko tiếp Tg, cò lái)",45.0,35510000,Đông Nam,Đang chờ sổ,Nở hậu,Đất thổ cư,5.0,9.0,2.0,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,80.0,Đã bàn giao,69.0,Chung cư,1.0,S2.02,S2.02031X,3.0,Tây Bắc,63,Căn góc,Mặt bằng kinh doanh,"đường nguyễn xiển, phường long thạnh mỹ, quận 9, tp hồ chí minh",đường nguyễn xiển,phường long thạnh mỹ,quận 9,tp hồ chí minh,Không thuộc project/block,
Lô đất thổ cư 65m2 HXH Phạm Văn Chiêu.P14 Gò Vấp,4000000000,65.2,"Đường 59, Phường 14, Quận Gò Vấp, Tp Hồ Chí Minh","MS(71416)
Vị trí: Hẻm 148 đường số 59 Phường 14 Gò Vấp. 
Cách MT Phạm Văn Chiêu 100m

- Diện tích NGANG 4 SÂU 16,34 vuông vức. Hẻm xe hơi sạch sẽ thẳng tắp 1 trục. Thổ cư 65m2 công nhận đủ
- Khu vực xây dựng tự do. Dân cư hiện hữu, thích hợp khách mua xây ở hoặc đầu tư xây để bán.
- Tiện ích xung quanh đầy đủ: Chợ Thạch Đà, giáo xứ Thạch Đà,

Gía 4 tỷ thương lượng chính chủ
Liên hệ e Tú (nc) để được hỗ trợ đi xem",65.2,61540000,Tây Nam,Đã có sổ,Hẻm xe hơi,Đất thổ cư,4.0,16.34,2.0,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,80.0,Đã bàn giao,69.0,Chung cư,1.0,S2.02,S2.02031X,3.0,Tây Bắc,63,Căn góc,Mặt bằng kinh doanh,"đường 59, phường 14, quận gò vấp, tp hồ chí minh",đường 59,phường 14,quận gò vấp,tp hồ chí minh,Không thuộc project/block,
"528 triệu/206m2 3MT nằm sát TP, liền kề KCN 493ha",528000000,206.0,"Đường Đặng Văn Bi, Phường Bình Thọ, Quận Thủ Đức, Tp Hồ Chí Minh","🥰🥰🥰 MỘT SIÊU PHẨM CUỐI NĂM🥰🥰🥰

558 TRIỆU / 200M2 3M TIỀN KDC , LIỀN KỀ KCN - KDL SINH THÁI

👉 Thổ Cư👈👉 Sổ Hồng Riêng👈👉 Đường Nhựa Nhà Nước👈
👉 Ngang 5, Ngang 6, Ngang 9.
👉 Tổng Diện Tích 150m2, 200m2, 250m2.
👉 Thổ Cư 100m2.
👉 Đường Nhựa Nhà Nước Láng O
👉 Giá Đầu Tư Chỉ 279
👉 Ngân Hàng Hỗ Trợ 50% => 60%.
👉 ĐẶT BIỆT: Nằm Ngay TTHC, KCN, KDL Sinh Thái, KDC Đô Thị 100ha.
👉 Tiện Ích Đầy Đủ, Dân Cư Đông Đúc.
☎️ Mọi Thông Tin Xin liên hệ em Đức( NV KD - trực tiếp chủ đầu tư)",206.0,2560000,Tây Bắc,Đã có sổ,Mặt tiền,Đất thổ cư,6.0,35.0,2.0,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,80.0,Đã bàn giao,69.0,Chung cư,1.0,S2.02,S2.02031X,3.0,Tây Bắc,63,Căn góc,Mặt bằng kinh doanh,"đường đặng văn bi, phường bình thọ, quận thủ đức, tp hồ chí minh",đường đặng văn bi,phường bình thọ,quận thủ đức,tp hồ chí minh,Không thuộc project/block,
Tôi có 2 căn nhà và 1 dãy trọ cần bán giá rẻ,1450000000,150.0,"Đường Quốc Lộ 13, Phường Thới Hòa, Thị xã Bến Cát, Bình Dương","Hiện tại tôi có 2 căn nhà cấp 4 và 1 dãy trọ cần bán trong khu đô thị và công nghiệp mỹ phước 3 
- Nhà : Xây dựng kiên cố , vị trí đẹp , mua xong có thể ở được ngay không cần phải sửa chửa gì cả
- Nhà trọ : Bao gồm 6 phòng 1 kiot thu nhập 8tr/ tháng , chổ trọ an ninh , thoáng mát
- Bán kính chợ , trường cấp 1,2,3 500m , xung quanh dân cư đông đúc , lòng đường 8m 
- Sổ hồng riêng , có hỗ trợ cho anh chị mua vay ngân hàng nếu thiếu tài chính
- tất cả đều chính chủ , có sổ gốc cho anh chị xem xin cảm ơn",150.0,9670000,Tây Bắc,Đã có sổ,Mặt tiền,Đất thổ cư,5.0,30.0,2.0,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,80.0,Đã bàn giao,69.0,Chung cư,1.0,S2.02,S2.02031X,3.0,Tây Bắc,63,Căn góc,Mặt bằng kinh doanh,"đường quốc lộ 13, phường thới hòa, thị xã bến cát, bình dương",đường quốc lộ 13,phường thới hòa,thị xã bến cát,bình dương,Không thuộc project/block,
Bán đất ngã tư đường ymoan đầy tiềm năng,1200000000,120.0,"266//, Đường Y Moan, Phường Tân Lợi, Thành phố Buôn Ma Thuột, Đắk Lắk","Hot hot hot giá rẻ cuối năm

Đất ymoan vi trí siêu đẹp. Giá tốt 
Bán 4 lô đất hẽm cấp 1 ymoan. Cách vành đai 100m. Đg thông otto tránh nhau. 
- Diện tích :4,9x24m
- Pháp lý: Thổ cư 61m2
- Hướng :tây bắc
Giá rẻ hơn so với khu vực 
Vị trí ngã tư đắc địa liền kề trung tâm phố
Nhu cầu khách hàng định cư nhiều
Nơi tập trung đón đầu trung tâm thành phố
- Giá :1,2 tỷ / lô 
Liên hệ để được tư vấn đầy đủ nhất",120.0,10000000,Tây,Đã có sổ,Nở hậu,Đất thổ cư,5.0,24.0,2.0,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,80.0,Đã bàn giao,69.0,Chung cư,1.0,S2.02,S2.02031X,3.0,Tây Bắc,63,Căn góc,Mặt bằng kinh doanh,"266//, đường y moan, phường tân lợi, thành phố buôn ma thuột, đắk lắk",đường y moan,phường tân lợi,thành phố buôn ma thuột,đắk lắk,Không thuộc project/block,
Gia đình ông anh đang kẹt tiền cần bán gấp,615000000,240.0,"Đường Quốc lộ 14, Xã Tân Thành, Thành phố Đồng Xoài, Bình Phước","đất nằm ngay mặt tiền đường nhựa 17m.khu vực gần chợ trường học.khu công nghiệp đồng xoài 1,2 .cách quốc lộ 14 .1km đi thành phố đồng xoài 5phut chạy xe.đặc biệt ngân hàng hỗ trợ 70%.ace chỉ cần 200tr là có thể mua rồi",240.0,2560000,Tây,Đã có sổ,Mặt tiền,Đất thổ cư,5.0,48.0,2.0,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,80.0,Đã bàn giao,69.0,Chung cư,1.0,S2.02,S2.02031X,3.0,Tây Bắc,63,Căn góc,Mặt bằng kinh doanh,"đường quốc lộ 14, xã tân thành, thành phố đồng xoài, bình phước",đường quốc lộ 14,xã tân thành,thành phố đồng xoài,bình phước,Không thuộc project/block,
Bán nhà kk99 làm sh được cho sv ở đi học,950000000,63.0,"Đường Xô Viết Nghệ Tĩnh, Phường 21, Quận Bình Thạnh, Tp Hồ Chí Minh","Cần bán nhà nhỏ to giá rẽ mua cho sv ở đi học giấy kk99 làm sh được nhé trệt 2lầu 2.5x5.4 giá bán gấp hạ giá 950tr bao đẹp có TL nhẹ căn giá 1.tỷ250 giảm 1.190tỷ có sh có căn 2ty trệt lầu có nhiều căn để lựa chọn.Còn nhiều căn nhà giá thấp CÓ sh có bốn căn giá tỷ tư trở xuống có sh nhé có căn 4.3×17 hẻm 92xvnt nhà bốn phòng đẹp mỗi phòng có máy lạnh phòng có tolet trong cho thuê phòng đủ tiện nghi 7tr đến 8tr ok nhà hiện đang cho thuê nguyên căn 15tr t.háng giá bán 4.8 tỷ 
vozalo ĐT không chín không ba sáu một một năm bốn năm có nhiều căn nhà nhỏ to lựa chọn vừa túi tiền của mình tất cả nhà có shr quý khách muốn rõ thông tin vô zalo mình lê minh Tâm hoặc LH trực tiếp để mình tư vấn nhà nhỏ to lựa chọn theo túi tiền mình xin Cảm ơn đã xem tin! họp tác với mọi người giới thiệu Miễn tiếp quãng cáo xin đừng làm phiền LH TÂM",63.0,15080000,Tây,Đã có sổ,Hẻm xe hơi,Đất thổ cư,5.0,48.0,2.0,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,80.0,Đã bàn giao,69.0,Chung cư,2.0,S2.02,S2.02031X,3.0,Tây Bắc,63,Căn góc,Mặt bằng kinh doanh,"đường xô viết nghệ tĩnh, phường 21, quận bình thạnh, tp hồ chí minh",đường xô viết nghệ tĩnh,phường 21,quận bình thạnh,tp hồ chí minh,Không thuộc project/block,inconsistent_area
BÁN GẤP NHÀ NGAY ĐƯỜNG QUANG TRUNG .Q12 .GIÁ 830TR,830000000,40.0,"ĐƯỜNG QUANG TRUNG, Phường Đông Hưng Thuận, Quận 12, Tp Hồ Chí Minh","GIA ĐÌNH TÔI CẦN BÁN_CĂN NHÀ 1 TRIỆT 1 LẦU_ĐÚC THẬT_NGAY ĐƯỜNG QUANG TRUNG. Q12 

-Pháp Lý; Sổ Hồng Chính Chủ. Công Chứng Trong Ngày.



-DT 38 m2_GIÁ 830 Triệu, nhà đúc kiên cố.



Nhà 1 trệt 1 lầu_1 Phòng khách_2 Phòng ngủ_2 toilet_1 bếp_sở hữu vĩnh viễn.



-Hạ Tầng - tiện ích :khu đông dân cư-hiện hữu_tiện kinh danh mua bán.



-tiện ích xung quanh có đủ;cách chợ cầu 300m_trường học 1 2 3_bệnh viện 300m



-cửa hàng xung quanh : điện máy xanh.bách hóa xanh.thế giới di động.điện máy.chợ lớn.siêu thị....",40.0,20750000,Tây,Đã có sổ,Hẻm xe hơi,Đất thổ cư,3.5,6.0,2.0,2.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,39.0,Đã bàn giao,69.0,Chung cư,2.0,S2.02,S2.02031X,3.0,Tây Bắc,63,Căn góc,Mặt bằng kinh doanh,"đường quang trung, phường đông hưng thuận, quận 12, tp hồ chí minh",đường quang trung,phường đông hưng thuận,quận 12,tp hồ chí minh,Không thuộc project/block,inconsistent_area
Ngộp Tiền Bán Nhanh 2 lô Đất 82m2 T.trấn Cần giuộc,800000000,82.0,"Đường Quốc Lộ 50, Thị trấn Cần Giuộc, Huyện Cần Giuộc, Long An","Cần tiền xoay sở KD hàng tết,
Bán nhanh rẻ 2 lô đất tại Thị trấn cần giuộc
DT: 4.8 x 17 = 82m2/lô. sổ hồng riêng, 1 lô 1 sổ
Giá bán: 800 triệu/lô (bao phí sang tên công chứng)
+ Đăng giá đúng, thương lượng nhẹ, bớt chút lộc...
+ vị trí: giáp ranh xã Quy Đức Bình Chánh, đi về TP rất nhanh chỉ 12km đi theo quốc lộ 50 về Q.8, hoặc đường hương lộ 11 về quận 5, 6, Bình Tân
+ Đất sổ hồng cầm tay, mới nhận sổ tháng 12/2020

Anh chị quan tâm mua xây nhà hoặc mua đầu tư
Vui lòng LH gặp Dũng",82.0,9760000,Tây,Đã có sổ,Hẻm xe hơi,Đất thổ cư,4.8,17.0,2.0,2.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,39.0,Đã bàn giao,69.0,Chung cư,2.0,S2.02,S2.02031X,3.0,Tây Bắc,63,Căn góc,Mặt bằng kinh doanh,"đường quốc lộ 50, thị trấn cần giuộc, huyện cần giuộc, long an",đường quốc lộ 50,thị trấn cần giuộc,huyện cần giuộc,long an,Không thuộc project/block,
"Nhà Đất 116 m2 Đ Nguyễn Văn Hoài, KP7, Tân Phong",2650000000,116.0,"Đường Nguyễn Văn Hoài, Phường Tân Phong, Thành phố Biên Hòa, Đồng Nai","** Nhà Đất cách Trường cấp 2 Tân Phong 200m, khu vực an ninh yên tĩnh thích hợp cho giáo viên định cư và dạy học lâu dài, xây dựng tự do
• Đất: 116 m2 thổ cư, 11.5mx11m, 2 mặt tiền đường hẻm 4m xe ô tô quay đầu
• Nhà: cấp 4 xây hết đất, điện nước máy, đang cho thuê ổn định 5 triệu/tháng. Hướng nam lệch tây một chút
@ Không tiếp quảng cáo đăng tin",116.0,22840000,Nam,Đã có sổ,Hẻm xe hơi,Đất thổ cư,11.5,11.0,3.0,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,116.0,Đã bàn giao,69.0,Chung cư,2.0,S2.02,S2.02031X,3.0,Tây Bắc,63,Căn góc,Mặt bằng kinh doanh,"đường nguyễn văn hoài, phường tân phong, thành phố biên hòa, đồng nai",đường nguyễn văn hoài,phường tân phong,thành phố biên hòa,đồng nai,Không thuộc project/block,
"Chủ gửi D20 Đảo Thịnh Vượng Tam Đa,hướng đông nam",2200000000,56.0,"Đường Tam Đa, Phường Trường Thạnh, Quận 9, Tp Hồ Chí Minh","KDC Đảo Thịnh Vượng Tam Đa, P.Trường Thạnh, Quận 9
- Đường nhựa 9m có vỉa hè, điện âm nước máy đầy đủ
- Bao quanh là con sông Tắc đẹp Quận 9, không khí quanh đây trong lành vì có công viên cây xanh, thích hợp nghĩ dưỡng
- Cạnh KDL BCR Q.9
- Bán kính 1km có đầy đủ tiện ích
- DT: 4 x 14=56m2 vuông vức, thổ cư, xây tự do
- Hướng: đông nam
- Pháp lý: sổ hồng riêng
- Giá: 2.2 tỷ rẻ phường Trường Thạnh, thích hợp đầu tư
- Ngân hàng cho vay max 1.5 tỷ
- Cam kết thông tin chính xác, khỏi mất thời gian đôi bên xin cảm ơn",56.0,39290000,Đông Nam,Đã có sổ,Hẻm xe hơi,Đất thổ cư,4.0,14.0,3.0,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,116.0,Đã bàn giao,69.0,Chung cư,2.0,Đảo Thịnh Vượng Tam Đa,S2.02031X,3.0,Tây Bắc,D20,Căn góc,Mặt bằng kinh doanh,"đường tam đa, phường trường thạnh, quận 9, tp hồ chí minh",đường tam đa,phường trường thạnh,quận 9,tp hồ chí minh,Không thuộc project/block,
❤BÁN LÔ ĐẤT 5X20M MẶT TIỀN ĐƯỜNG RỘNG 16M GẦN AEON,3200000000,100.0,"Đường Số 7, Phường Bình Trị Đông B, Quận Bình Tân, Tp Hồ Chí Minh","Bán gấp nền đất 100m2 gần công ty Pouyuen, đường rộng, tiện kinh doanh, sổ riêng.

Vị trí: Nằm trên trục đường số 40, phường Tân Tạo, quận Bình Tân, TP. HCM. Ngay Aeon Mall Bình Tân, Cách Bến xe Miền Tây 3km.
Diện tích: 5m x 20 = 100m2.

Lộ giới trước nhà 20m.

Giá: 3,2 tỷ (Bớt chút lộc cho người có thiện chí).

Dân cư đông đúc, gần bệnh viện đa khoa Tân Tạo,..

Tiện mua để xây ở, kinh doanh, buôn bán, đầu tư,..

Sổ hồng riêng, thổ cư 100%.

Liên hệ: Minh Thanh Xem đất và sổ hồng riêng trực tiếp.",100.0,32000000,Nam,Đã có sổ,Nở hậu,Đất thổ cư,5.0,20.0,3.0,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,116.0,Đã bàn giao,69.0,Chung cư,2.0,Đảo Thịnh Vượng Tam Đa,S2.02031X,3.0,Tây Bắc,D20,Căn góc,Mặt bằng kinh doanh,"đường số 7, phường bình trị đông b, quận bình tân, tp hồ chí minh",đường số 7,phường bình trị đông b,quận bình tân,tp hồ chí minh,Không thuộc project/block,
Đất ấp 1 xã trừ văn thố,690000000,225.0,"4A, Xã Trừ Văn Thố, Huyện Bàu Bàng, Bình Dương",Cần bán gấp lô đất giá rẻ 5x45 có thổ cư 100m ngân hàng cho vay 500 triệu giá bán chính xác 690 triệu chính chủ phù hợp xây ở định cư hoặc đầu tư cam kết lợi nhuận 2% tháng,225.0,3070000,Bắc,Đang chờ sổ,Mặt tiền,Đất thổ cư,5.0,45.0,3.0,2.0,"Nhà ngõ, hẻm",Nội thất đầy đủ,116.0,Đã bàn giao,69.0,Chung cư,2.0,đường 4A,S2.02031X,3.0,Tây Bắc,1,Căn góc,Mặt bằng kinh doanh,"4a, xã trừ văn thố, huyện bàu bàng, bình dương",4a,xã trừ văn thố,huyện bàu bàng,bình dương,Không thuộc project/block,
Nhà tân phong cách nguyễn ái quốc 70m,2600000000,65.0,"Đường Nguyễn Ái Quốc, Phường Tân Phong, Thành phố Biên Hòa, Đồng Nai","Nhà tân phong ở trước tết. Nằm trong trung tâm biên hòa đường 2 ô tô
70m2 sổ riêng thổ cư
Nhà đẹp dọn vào ở luôn
Nhà nằm cách đông khởi 70m . Ngay bệnh viên 7b 
Giá 2 tỷ 6 thương lượng nhẹ
Ngân hàng hỗ trợ nhiệt tình cho anh chị thiếu tài chính
Lh",65.0,40000000,Bắc,Đã có sổ,Hẻm xe hơi,Đất thổ cư,4.5,15.0,2.0,1.0,"Nhà mặt phố, mặt tiền",Nội thất đầy đủ,65.0,Đã bàn giao,69.0,Chung cư,2.0,đường 4A,S2.02031X,3.0,Tây Bắc,1,Căn góc,Mặt bằng kinh doanh,"đường nguyễn ái quốc, phường tân phong, thành phố biên hòa, đồng nai",đường nguyễn ái quốc,phường tân phong,thành phố biên hòa,đồng nai,Không thuộc project/block,
